City	Edition	Sport	Discipline	Athlete	Gender	Event	Event_gender	Medal	Country
Los Angeles	1984	Aquatics	Synchronized S.	MOTOYOSHI, Miwako	Women	solo	W	Bronze	Japan
Los Angeles	1984	Archery	Archery	YAMAMOTO, Hiroshi	Men	individual FITA round	M	Bronze	Japan
Los Angeles	1984	Cycling	Cycling Track	SAKAMOTO, Tsutomu	Men	Sprint indivual	M	Bronze	Japan
Los Angeles	1984	Gymnastics	Artistic G.	SOTOMURA, Koji	Men	floor exercises	M	Bronze	Japan
Los Angeles	1984	Gymnastics	Artistic G.	GUSHIKEN, Koji	Men	horizontal bar	M	Bronze	Japan
Los Angeles	1984	Gymnastics	Artistic G.	MORISUE, Shinji	Men	horizontal bar	M	Gold	Japan
Los Angeles	1984	Gymnastics	Artistic G.	GUSHIKEN, Koji	Men	individual all-round	M	Gold	Japan
Los Angeles	1984	Gymnastics	Artistic G.	KAJITANI, Nobuyuki	Men	parallel bars	M	Silver	Japan
Los Angeles	1984	Gymnastics	Artistic G.	GUSHIKEN, Koji	Men	rings	M	Gold	Japan
Los Angeles	1984	Gymnastics	Artistic G.	GUSHIKEN, Koji	Men	team competition	M	Bronze	Japan
Los Angeles	1984	Gymnastics	Artistic G.	HIRATA, Noritoshi	Men	team competition	M	Bronze	Japan
Los Angeles	1984	Gymnastics	Artistic G.	KAJITANI, Nobuyuki	Men	team competition	M	Bronze	Japan
Los Angeles	1984	Gymnastics	Artistic G.	MORISUE, Shinji	Men	team competition	M	Bronze	Japan
Los Angeles	1984	Gymnastics	Artistic G.	SOTOMURA, Koji	Men	team competition	M	Bronze	Japan
Los Angeles	1984	Gymnastics	Artistic G.	YAMAWAKI, Kyoji	Men	team competition	M	Bronze	Japan
Los Angeles	1984	Gymnastics	Artistic G.	GUSHIKEN, Koji	Men	vault	M	Silver	Japan
Los Angeles	1984	Gymnastics	Artistic G.	MORISUE, Shinji	Men	vault	M	Silver	Japan
Los Angeles	1984	Judo	Judo	HOSOKAWA, Shinji	Men	- 60 kg	M	Gold	Japan
Los Angeles	1984	Judo	Judo	SAITO, Hitoshi	Men	+ 95kg (heavyweight)	M	Gold	Japan
Los Angeles	1984	Judo	Judo	MATSUOKA, Yoshiyuki	Men	60 - 65kg (half-lightweight)	M	Gold	Japan
Los Angeles	1984	Judo	Judo	NOSE, Seiki	Men	78 - 86kg (middleweight)	M	Bronze	Japan
Los Angeles	1984	Judo	Judo	YAMASHITA, Yasuhiro	Men	open category	M	Gold	Japan
Los Angeles	1984	Shooting	Shooting	KAMACHI, Takeo	Men	25m rapid fire pistol (60 shots)	M	Gold	Japan
Los Angeles	1984	Volleyball	Volleyball	EGAMI, Yumi	Women	volleyball	W	Bronze	Japan
Los Angeles	1984	Volleyball	Volleyball	HIRO, Norie	Women	volleyball	W	Bronze	Japan
Los Angeles	1984	Volleyball	Volleyball	HIROSE, Miyoko	Women	volleyball	W	Bronze	Japan
Los Angeles	1984	Volleyball	Volleyball	ISHIDA, Kyoko	Women	volleyball	W	Bronze	Japan
Los Angeles	1984	Volleyball	Volleyball	KAGABU, Yoko	Women	volleyball	W	Bronze	Japan
Los Angeles	1984	Volleyball	Volleyball	MITSUYA, Yuko	Women	volleyball	W	Bronze	Japan
Los Angeles	1984	Volleyball	Volleyball	MIYAJIMA, Keiko	Women	volleyball	W	Bronze	Japan
Los Angeles	1984	Volleyball	Volleyball	MORITA, Kimie	Women	volleyball	W	Bronze	Japan
Los Angeles	1984	Volleyball	Volleyball	NAKADA, Kumi	Women	volleyball	W	Bronze	Japan
Los Angeles	1984	Volleyball	Volleyball	ODAKA, Emiko	Women	volleyball	W	Bronze	Japan
Los Angeles	1984	Volleyball	Volleyball	OTANI, Sachiko	Women	volleyball	W	Bronze	Japan
Los Angeles	1984	Volleyball	Volleyball	SUGIYAMA, Kayoko	Women	volleyball	W	Bronze	Japan
Los Angeles	1984	Weightlifting	Weightlifting	MANABE, Kazushito	Men	- 52kg, total (flyweight)	M	Bronze	Japan
Los Angeles	1984	Weightlifting	Weightlifting	KOTAKA, Masahiro	Men	- 56kg, total (bantamweight)	M	Bronze	Japan
Los Angeles	1984	Weightlifting	Weightlifting	ISAOKA, Ryoji	Men	75 - 82.5kg, total (light-heavyweight)	M	Bronze	Japan
Los Angeles	1984	Wrestling	Wrestling Free.	IRIE, Takashi	Men	- 48kg (light-flyweight)	M	Silver	Japan
Los Angeles	1984	Wrestling	Wrestling Free.	TAKADA, Yuji	Men	48 - 52kg (flyweight)	M	Bronze	Japan
Los Angeles	1984	Wrestling	Wrestling Free.	TOMIYAMA, Hideaki	Men	52 - 57kg (bantamweight)	M	Gold	Japan
Los Angeles	1984	Wrestling	Wrestling Free.	AKAISHI, Kosei	Men	57 - 62kg (featherweight)	M	Silver	Japan
Los Angeles	1984	Wrestling	Wrestling Free.	NAGASHIMA, Hideyuki	Men	74 - 82kg (middleweight)	M	Silver	Japan
Los Angeles	1984	Wrestling	Wrestling Free.	OTA, Akira	Men	82 - 90kg (light-heavyweight)	M	Silver	Japan
Los Angeles	1984	Wrestling	Wrestling Gre-R	SAITO, Ikuzo	Men	- 48kg (light-flyweight)	M	Bronze	Japan
Los Angeles	1984	Wrestling	Wrestling Gre-R	MIYAHARA, Atsuji	Men	48 - 52kg (flyweight)	M	Gold	Japan
Los Angeles	1984	Wrestling	Wrestling Gre-R	ETO, Masaki	Men	52 - 57kg (bantamweight)	M	Silver	Japan
Seoul	1988	Aquatics	Swimming	SUZUKI, Daichi	Men	100m backstroke	M	Gold	Japan
Seoul	1988	Aquatics	Synchronized S.	KOTANI, Mikako	Women	duet	W	Bronze	Japan
Seoul	1988	Aquatics	Synchronized S.	TANAKA, Miyako	Women	duet	W	Bronze	Japan
Seoul	1988	Aquatics	Synchronized S.	KOTANI, Mikako	Women	solo	W	Bronze	Japan
Seoul	1988	Gymnastics	Artistic G.	IKETANI, Yukio	Men	floor exercises	M	Bronze	Japan
Seoul	1988	Gymnastics	Artistic G.	IKETANI, Yukio	Men	team competition	M	Bronze	Japan
Seoul	1988	Gymnastics	Artistic G.	KONISHI, Hiriyuki	Men	team competition	M	Bronze	Japan
Seoul	1988	Gymnastics	Artistic G.	MIZUSHIMA, Koichi	Men	team competition	M	Bronze	Japan
Seoul	1988	Gymnastics	Artistic G.	NISHIKAWA, Daisuke	Men	team competition	M	Bronze	Japan
Seoul	1988	Gymnastics	Artistic G.	SATO, Toshiharu	Men	team competition	M	Bronze	Japan
Seoul	1988	Gymnastics	Artistic G.	YAMADA, Takahiro	Men	team competition	M	Bronze	Japan
Seoul	1988	Judo	Judo	HOSOKAWA, Shinji	Men	- 60 kg	M	Bronze	Japan
Seoul	1988	Judo	Judo	SAITO, Hitoshi	Men	+ 95kg (heavyweight)	M	Gold	Japan
Seoul	1988	Judo	Judo	YAMAMOTO, Yosuke	Men	60 - 65kg (half-lightweight)	M	Bronze	Japan
Seoul	1988	Judo	Judo	OSAKO, Akinobu	Men	78 - 86kg (middleweight)	M	Bronze	Japan
Seoul	1988	Shooting	Shooting	HASEGAWA, Tomoko	Women	25m pistol (30+30 shots)	W	Silver	Japan
Seoul	1988	Wrestling	Wrestling Free.	KOBAYASHI, Takashi	Men	- 48kg (light-flyweight)	M	Gold	Japan
Seoul	1988	Wrestling	Wrestling Free.	SATO, Mitsuru	Men	48 - 52kg (flyweight)	M	Gold	Japan
Seoul	1988	Wrestling	Wrestling Free.	OTA, Akira	Men	82 - 90kg (light-heavyweight)	M	Silver	Japan
Seoul	1988	Wrestling	Wrestling Gre-R	MIYAHARA, Atsuji	Men	48 - 52kg (flyweight)	M	Silver	Japan
Barcelona	1992	Aquatics	Swimming	IWASAKI, Kyoko	Women	200m breaststroke	W	Gold	Japan
Barcelona	1992	Aquatics	Synchronized S.	OKUNO, Fumiko	Women	duet	W	Bronze	Japan
Barcelona	1992	Aquatics	Synchronized S.	TAKAYAMA, Aki	Women	duet	W	Bronze	Japan
Barcelona	1992	Aquatics	Synchronized S.	OKUNO, Fumiko	Women	solo	W	Bronze	Japan
Barcelona	1992	Athletics	Athletics	MORISHITA, Koichi	Men	marathon	M	Silver	Japan
Barcelona	1992	Athletics	Athletics	ARIMORI, Yuko	Women	marathon	W	Silver	Japan
Barcelona	1992	Baseball	Baseball	ITO, Tomohito	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	KAWABATA, Shinichiro	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	KOHIYAMA, Masahito	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	KOJIMA, Hirotami	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	KOKUBO, Hiroki	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	MIWA, Takashi	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	NAKAMOTO, Hiroshi	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	NISHI, Masafumi	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	NISHIYAMA, Kazutaka	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	OSHIMA, Koichi	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	SAKAGUCHI, Hiroyuki	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	SATO, Shinichi	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	SATO, Yasuhiro	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	SUGIURA, Masanori	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	SUGIYAMA, Kento	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	TAKAMI, Yasunori	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	TOGO, Akihiro	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	TOKUNAGA, Koji	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	WAKABAYASHI, Shigeki	Men	baseball	M	Bronze	Japan
Barcelona	1992	Baseball	Baseball	WATANABE, Katsumi	Men	baseball	M	Bronze	Japan
Barcelona	1992	Gymnastics	Artistic G.	IKETANI, Yukio	Men	floor exercises	M	Silver	Japan
Barcelona	1992	Gymnastics	Artistic G.	MATSUNAGA, Masayuki	Men	parallel bars	M	Bronze	Japan
Barcelona	1992	Gymnastics	Artistic G.	AIHARA, Yutaka	Men	team competition	M	Bronze	Japan
Barcelona	1992	Gymnastics	Artistic G.	CHINEN, Takashi	Men	team competition	M	Bronze	Japan
Barcelona	1992	Gymnastics	Artistic G.	HATAKEDA, Yoshiaki	Men	team competition	M	Bronze	Japan
Barcelona	1992	Gymnastics	Artistic G.	IKETANI, Yukio	Men	team competition	M	Bronze	Japan
Barcelona	1992	Gymnastics	Artistic G.	MATSUNAGA, Masayuki	Men	team competition	M	Bronze	Japan
Barcelona	1992	Gymnastics	Artistic G.	NISHIKAWA, Daisuke	Men	team competition	M	Bronze	Japan
Barcelona	1992	Judo	Judo	TANI, Ryoko	Women	- 48kg (extra-lightweight)	W	Silver	Japan
Barcelona	1992	Judo	Judo	KOSHINO, Tadanori	Men	- 60 kg	M	Bronze	Japan
Barcelona	1992	Judo	Judo	SAKAUE, Yoko	Women	+ 72kg (heavyweight)	W	Bronze	Japan
Barcelona	1992	Judo	Judo	OGAWA, Naoya	Men	+ 95kg (heavyweight)	M	Silver	Japan
Barcelona	1992	Judo	Judo	MIZOGUCHI, Noriko	Women	48 - 52kg (half-lightweight)	W	Silver	Japan
Barcelona	1992	Judo	Judo	TATENO, Chiyori	Women	52 - 56kg (lightweight)	W	Bronze	Japan
Barcelona	1992	Judo	Judo	KOGA, Toshihiko	Men	65 - 71kg (lightweight)	M	Gold	Japan
Barcelona	1992	Judo	Judo	TANABE, Yoko	Women	66 - 72kg (half-heavyweight)	W	Silver	Japan
Barcelona	1992	Judo	Judo	YOSHIDA, Hidehiko	Men	71 - 78kg (half-middleweight)	M	Gold	Japan
Barcelona	1992	Judo	Judo	OKADA, Hirotaka	Men	78 - 86kg (middleweight)	M	Bronze	Japan
Barcelona	1992	Shooting	Shooting	KOBA, Ryohei	Men	50m rifle 3 positions (3x40 shots)	M	Bronze	Japan
Barcelona	1992	Shooting	Shooting	WATANABE, Kazumi	Men	trap (125 targets)	X	Silver	Japan
Barcelona	1992	Wrestling	Wrestling Free.	AKAISHI, Kosei	Men	62 - 68kg (lightweight)	M	Bronze	Japan
Atlanta	1996	Aquatics	Synchronized S.	FUJII, Raika	Women	team	W	Bronze	Japan
Atlanta	1996	Aquatics	Synchronized S.	FUJIKI, Mayuko	Women	team	W	Bronze	Japan
Atlanta	1996	Aquatics	Synchronized S.	JIMBO, Rei	Women	team	W	Bronze	Japan
Atlanta	1996	Aquatics	Synchronized S.	KAWABE, Miho	Women	team	W	Bronze	Japan
Atlanta	1996	Aquatics	Synchronized S.	KAWASE, Akiko	Women	team	W	Bronze	Japan
Atlanta	1996	Aquatics	Synchronized S.	NAKAJIMA, Riho	Women	team	W	Bronze	Japan
Atlanta	1996	Aquatics	Synchronized S.	TACHIBANA, Miya	Women	team	W	Bronze	Japan
Atlanta	1996	Aquatics	Synchronized S.	TAKAHASHI, Kaori	Women	team	W	Bronze	Japan
Atlanta	1996	Aquatics	Synchronized S.	TAKEDA, Miho	Women	team	W	Bronze	Japan
Atlanta	1996	Aquatics	Synchronized S.	TANAKA, Junko	Women	team	W	Bronze	Japan
Atlanta	1996	Athletics	Athletics	ARIMORI, Yuko	Women	marathon	W	Bronze	Japan
Atlanta	1996	Baseball	Baseball	FUKUDOME, Kosuke	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	IGUCHI, Tadahito	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	IMAOKA, Makoto	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	KAWAMURA, Takeo	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	KIMURA, Jutaro	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	KUROSU, Takashi	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	KUWAMOTO, Takao	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	MATSUNAKA, Nobuhiko	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	MISAWA, Koichi	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	MORI, Masahiko	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	MORINAKA, Masao	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	NAKAMURA, Daishin	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	NOJIMA, Masahiro	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	OKUBO, Hideaki	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	ONO, Hitoshi	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	SAIGO, Yasuyuki	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	SATO, Tomoaki	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	SUGIURA, Masanori	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	TAKABAYASHI, Takayuki	Men	baseball	M	Silver	Japan
Atlanta	1996	Baseball	Baseball	TANI, Yoshitomo	Men	baseball	M	Silver	Japan
Atlanta	1996	Cycling	Cycling Track	JUMONJI, Takanobu	Men	1km time trial	M	Bronze	Japan
Atlanta	1996	Judo	Judo	TANI, Ryoko	Women	- 48kg (extra-lightweight)	W	Silver	Japan
Atlanta	1996	Judo	Judo	NOMURA, Tadahiro	Men	- 60 kg	M	Gold	Japan
Atlanta	1996	Judo	Judo	NARAZAKI, Noriko	Women	48 - 52kg (half-lightweight)	W	Bronze	Japan
Atlanta	1996	Judo	Judo	EMOTO, Yuko	Women	56 - 61kg (half-middleweight)	W	Gold	Japan
Atlanta	1996	Judo	Judo	NAKAMURA, Yukimasa	Men	60 - 66kg (half-lightweight)	M	Silver	Japan
Atlanta	1996	Judo	Judo	TANABE, Yoko	Women	66 - 72kg (half-heavyweight)	W	Silver	Japan
Atlanta	1996	Judo	Judo	NAKAMURA, Kenzo	Men	66 - 73kg (lightweight)	M	Gold	Japan
Atlanta	1996	Judo	Judo	KOGA, Toshihiko	Men	73 - 81kg (half-middleweight)	M	Silver	Japan
Atlanta	1996	Sailing	Sailing	KINOSHITA, Yurie Alicia	Women	470 - Two Person Dinghy	W	Silver	Japan
Atlanta	1996	Sailing	Sailing	SHIGE, Yumiko	Women	470 - Two Person Dinghy	W	Silver	Japan
Atlanta	1996	Wrestling	Wrestling Free.	OTA, Takuya	Men	68 - 74kg (welterweight)	M	Bronze	Japan
Sydney	2000	Aquatics	Swimming	NAKAMURA, Mai	Women	100m backstroke	W	Silver	Japan
Sydney	2000	Aquatics	Swimming	NAKAO, Miki	Women	200m backstroke	W	Bronze	Japan
Sydney	2000	Aquatics	Swimming	TAJIMA, Yasuko	Women	400m individual medley	W	Silver	Japan
Sydney	2000	Aquatics	Swimming	MINAMOTO, Sumika	Women	4x100m medley relay	W	Bronze	Japan
Sydney	2000	Aquatics	Swimming	NAKAMURA, Mai	Women	4x100m medley relay	W	Bronze	Japan
Sydney	2000	Aquatics	Swimming	ONISHI, Junko	Women	4x100m medley relay	W	Bronze	Japan
Sydney	2000	Aquatics	Swimming	TANAKA, Masami	Women	4x100m medley relay	W	Bronze	Japan
Sydney	2000	Aquatics	Synchronized S.	TACHIBANA, Miya	Women	duet	W	Silver	Japan
Sydney	2000	Aquatics	Synchronized S.	TAKEDA, Miho	Women	duet	W	Silver	Japan
Sydney	2000	Aquatics	Synchronized S.	EGAMI, Ayano	Women	team	W	Silver	Japan
Sydney	2000	Aquatics	Synchronized S.	FUJII, Raika	Women	team	W	Silver	Japan
Sydney	2000	Aquatics	Synchronized S.	ISODA, Yoko	Women	team	W	Silver	Japan
Sydney	2000	Aquatics	Synchronized S.	JIMBO, Rei	Women	team	W	Silver	Japan
Sydney	2000	Aquatics	Synchronized S.	TACHIBANA, Miya	Women	team	W	Silver	Japan
Sydney	2000	Aquatics	Synchronized S.	TAKEDA, Miho	Women	team	W	Silver	Japan
Sydney	2000	Aquatics	Synchronized S.	YONEDA, Yoko	Women	team	W	Silver	Japan
Sydney	2000	Aquatics	Synchronized S.	YONEDA, Yuko	Women	team	W	Silver	Japan
Sydney	2000	Athletics	Athletics	TAKAHASHI, Naoko	Women	marathon	W	Gold	Japan
Sydney	2000	Judo	Judo	TANI, Ryoko	Women	- 48kg (extra-lightweight)	W	Gold	Japan
Sydney	2000	Judo	Judo	NOMURA, Tadahiro	Men	- 60 kg	M	Gold	Japan
Sydney	2000	Judo	Judo	SHINOHARA, Shinichi	Men	+ 100kg (heavyweight)	M	Silver	Japan
Sydney	2000	Judo	Judo	YAMASHITA, Mayumi	Women	+ 78kg (heavyweight)	W	Bronze	Japan
Sydney	2000	Judo	Judo	NARAZAKI, Noriko	Women	48 - 52kg (half-lightweight)	W	Silver	Japan
Sydney	2000	Judo	Judo	KUSAKABE, Kie	Women	52 - 57kg (lightweight)	W	Bronze	Japan
Sydney	2000	Judo	Judo	TAKIMOTO, Makoto	Men	73 - 81kg (half-middleweight)	M	Gold	Japan
Sydney	2000	Judo	Judo	INOUE, Kosei	Men	90 - 100kg (half-heavyweight)	M	Gold	Japan
Sydney	2000	Softball	Softball	ANDO, Misako	Women	softball	W	Silver	Japan
Sydney	2000	Softball	Softball	FUJII, Yumiko	Women	softball	W	Silver	Japan
Sydney	2000	Softball	Softball	ISHIKAWA, Taeko	Women	softball	W	Silver	Japan
Sydney	2000	Softball	Softball	ITO, Kazue	Women	softball	W	Silver	Japan
Sydney	2000	Softball	Softball	KOBAYASHI, Yoshimi	Women	softball	W	Silver	Japan
Sydney	2000	Softball	Softball	KOSEKI, Shiori	Women	softball	W	Silver	Japan
Sydney	2000	Softball	Softball	MASUBUCHI, Mariko	Women	softball	W	Silver	Japan
Sydney	2000	Softball	Softball	MATSUMOTO, Naomi	Women	softball	W	Silver	Japan
Sydney	2000	Softball	Softball	NAITO, Emi	Women	softball	W	Silver	Japan
Sydney	2000	Softball	Softball	SAITO, Haruka	Women	softball	W	Silver	Japan
Sydney	2000	Softball	Softball	TAKAYAMA, Juri	Women	softball	W	Silver	Japan
Sydney	2000	Softball	Softball	TAMOTO, Hiroko	Women	softball	W	Silver	Japan
Sydney	2000	Softball	Softball	UTSUGI, Reika	Women	softball	W	Silver	Japan
Sydney	2000	Softball	Softball	YAMADA, Miyo	Women	softball	W	Silver	Japan
Sydney	2000	Softball	Softball	YAMAJI, Noriko	Women	softball	W	Silver	Japan
Sydney	2000	Taekwondo	Taekwondo	OKAMOTO, Yoriko	Women	57 - 67 kg	W	Bronze	Japan
Sydney	2000	Wrestling	Wrestling Gre-R	NAGATA, Katsuhiko	Men	63 - 69kg	M	Silver	Japan
Athens	2004	Aquatics	Swimming	MORITA, Tomomi	Men	100m backstroke	M	Bronze	Japan
Athens	2004	Aquatics	Swimming	KITAJIMA, Kosuke	Men	100m breaststroke	M	Gold	Japan
Athens	2004	Aquatics	Swimming	NAKAMURA, Reiko	Women	200m backstroke	W	Bronze	Japan
Athens	2004	Aquatics	Swimming	KITAJIMA, Kosuke	Men	200m breaststroke	M	Gold	Japan
Athens	2004	Aquatics	Swimming	YAMAMOTO, Takashi	Men	200m butterfly	M	Silver	Japan
Athens	2004	Aquatics	Swimming	NAKANISHI, Yuko	Women	200m butterfly	W	Bronze	Japan
Athens	2004	Aquatics	Swimming	KITAJIMA, Kosuke	Men	4x100m medley relay	M	Bronze	Japan
Athens	2004	Aquatics	Swimming	MORITA, Tomomi	Men	4x100m medley relay	M	Bronze	Japan
Athens	2004	Aquatics	Swimming	OKUMURA, Yoshihiro	Men	4x100m medley relay	M	Bronze	Japan
Athens	2004	Aquatics	Swimming	YAMAMOTO, Takashi	Men	4x100m medley relay	M	Bronze	Japan
Athens	2004	Aquatics	Swimming	SHIBATA, Ai	Women	800m freestyle	W	Gold	Japan
Athens	2004	Aquatics	Synchronized S.	TACHIBANA, Miya	Women	duet	W	Silver	Japan
Athens	2004	Aquatics	Synchronized S.	TAKEDA, Miho	Women	duet	W	Silver	Japan
Athens	2004	Aquatics	Synchronized S.	FUJIMARU, Michiyo	Women	team	W	Silver	Japan
Athens	2004	Aquatics	Synchronized S.	HARADA, Saho	Women	team	W	Silver	Japan
Athens	2004	Aquatics	Synchronized S.	KAWASHIMA, Naoko	Women	team	W	Silver	Japan
Athens	2004	Aquatics	Synchronized S.	KITAO, Kanako	Women	team	W	Silver	Japan
Athens	2004	Aquatics	Synchronized S.	SUZUKI, Emiko	Women	team	W	Silver	Japan
Athens	2004	Aquatics	Synchronized S.	TACHIBANA, Miya	Women	team	W	Silver	Japan
Athens	2004	Aquatics	Synchronized S.	TAKEDA, Miho	Women	team	W	Silver	Japan
Athens	2004	Aquatics	Synchronized S.	TATSUMI, Juri	Women	team	W	Silver	Japan
Athens	2004	Aquatics	Synchronized S.	YONEDA, Yoko	Women	team	W	Silver	Japan
Athens	2004	Archery	Archery	YAMAMOTO, Hiroshi	Men	individual (FITA Olympic round - 70m)	M	Silver	Japan
Athens	2004	Athletics	Athletics	MUROFUSHI, Koji	Men	hammer throw	M	Gold	Japan
Athens	2004	Athletics	Athletics	NOGUCHI, Mizuki	Women	marathon	W	Gold	Japan
Athens	2004	Baseball	Baseball	AIKAWA, Ryoji	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	ANDO, Yuya	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	FUJIMOTO, Atsushi	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	FUKUDOME, Kosuke	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	ISHII, Hirotoshi	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	IWAKUMA, Hisashi	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	IWASE, Hitoki	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	JOJIMA, Kenji	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	KANEKO, Makoto	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	KIMURA, Takuya	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	KOBAYASHI, Masahide	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	KURODA, Hiroki	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	MATSUZAKA, Daisuke	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	MIURA, Daisuke	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	MIYAMOTO, Shinya	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	MURAMATSU, Arihito	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	NAKAMURA, Norihiro	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	OGASAWARA, Michihiro	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	SHIMIZU, Naoyuki	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	TAKAHASHI, Yoshinobu	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	TANI, Yoshitomo	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	UEHARA, Koji	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	WADA, Kazuhiro	Men	baseball	M	Bronze	Japan
Athens	2004	Baseball	Baseball	WADA, Tsuyoshi	Men	baseball	M	Bronze	Japan
Athens	2004	Cycling	Cycling Track	FUSHIMI, Toshiaki	Men	Team Sprint	M	Silver	Japan
Athens	2004	Cycling	Cycling Track	INOUE, Masaki	Men	Team Sprint	M	Silver	Japan
Athens	2004	Cycling	Cycling Track	NAGATSUKA, Tomohiro	Men	Team Sprint	M	Silver	Japan
Athens	2004	Gymnastics	Artistic G.	YONEDA, Isao	Men	horizontal bar	M	Bronze	Japan
Athens	2004	Gymnastics	Artistic G.	TOMITA, Hiroyuki	Men	parallel bars	M	Silver	Japan
Athens	2004	Gymnastics	Artistic G.	KASHIMA, Takehiro	Men	pommel horse	M	Bronze	Japan
Athens	2004	Gymnastics	Artistic G.	KASHIMA, Takehiro	Men	team competition	M	Gold	Japan
Athens	2004	Gymnastics	Artistic G.	MIZUTORI, Hisashi	Men	team competition	M	Gold	Japan
Athens	2004	Gymnastics	Artistic G.	NAKANO, Daisuke	Men	team competition	M	Gold	Japan
Athens	2004	Gymnastics	Artistic G.	TOMITA, Hiroyuki	Men	team competition	M	Gold	Japan
Athens	2004	Gymnastics	Artistic G.	TSUKAHARA, Naoya	Men	team competition	M	Gold	Japan
Athens	2004	Gymnastics	Artistic G.	YONEDA, Isao	Men	team competition	M	Gold	Japan
Athens	2004	Judo	Judo	TANI, Ryoko	Women	- 48 kg	W	Gold	Japan
Athens	2004	Judo	Judo	NOMURA, Tadahiro	Men	- 60 kg	M	Gold	Japan
Athens	2004	Judo	Judo	SUZUKI, Keiji	Men	+ 100kg (heavyweight)	M	Gold	Japan
Athens	2004	Judo	Judo	TSUKADA, Maki	Women	+ 78kg (heavyweight)	W	Gold	Japan
Athens	2004	Judo	Judo	YOKOSAWA, Yuki	Women	48 - 52kg (half-lightweight)	W	Silver	Japan
